Key: 006ONDhLV6, Value: value8334, Extra: extra8334, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m51s, FileName: data.txt, Offset: 833400, Size: 100
Key: 7UnoIEtlZs, Value: value8651, Extra: extra8651, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 21m43s, FileName: data.txt, Offset: 865100, Size: 100
Key: 7UzE1kdwBD, Value: value4034, Extra: extra4034, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m36s, FileName: data.txt, Offset: 403400, Size: 100
Key: 7VbE2iL6sK, Value: value3394, Extra: extra3394, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 31m20s, FileName: data.txt, Offset: 339400, Size: 100
Key: 7Vo9inTKX8, Value: value8597, Extra: extra8597, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 14m4s, FileName: data.txt, Offset: 859700, Size: 100
Key: 7VwTcrukZv, Value: value2892, Extra: extra2892, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 3m43s, FileName: data.txt, Offset: 289200, Size: 100
Key: 7WE8sZlwxB, Value: value2516, Extra: extra2516, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m5s, FileName: data.txt, Offset: 251600, Size: 100
Key: 7WvfjkwUzu, Value: value8877, Extra: extra8877, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m2s, FileName: data.txt, Offset: 887700, Size: 100
Key: 7X2cXMWieT, Value: value4298, Extra: extra4298, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 32m59s, FileName: data.txt, Offset: 429800, Size: 100
Key: 7XCmn6u1pj, Value: value5233, Extra: extra5233, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 58m35s, FileName: data.txt, Offset: 523300, Size: 100
Key: 7XH1BbEain, Value: value7450, Extra: extra7450, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 37m41s, FileName: data.txt, Offset: 745000, Size: 100
Key: 7XI0RbqDKx, Value: value305, Extra: extra305, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 3m45s, FileName: data.txt, Offset: 30500, Size: 100
Key: 7Xb21fIqYf, Value: value7579, Extra: extra7579, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 46m16s, FileName: data.txt, Offset: 757900, Size: 100
Key: 7Xr9m4QsF9, Value: value5477, Extra: extra5477, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m2s, FileName: data.txt, Offset: 547700, Size: 100
Key: 7XyM0PYfgv, Value: value1437, Extra: extra1437, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m38s, FileName: data.txt, Offset: 143700, Size: 100
Key: 7YcTpwAR0r, Value: value4969, Extra: extra4969, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 49m43s, FileName: data.txt, Offset: 496900, Size: 100
Key: 7Yj4bmG0Qo, Value: value6912, Extra: extra6912, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m18s, FileName: data.txt, Offset: 691200, Size: 100
Key: 7YwPuh8rOo, Value: value811, Extra: extra811, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 39m42s, FileName: data.txt, Offset: 81100, Size: 100
Key: 7ZEhFmbFXj, Value: value5168, Extra: extra5168, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m33s, FileName: data.txt, Offset: 516800, Size: 100
Key: 7ZIwrFjUI4, Value: value2342, Extra: extra2342, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m54s, FileName: data.txt, Offset: 234200, Size: 100
Key: 7ZZP18Xu7E, Value: value9086, Extra: extra9086, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 3m0s, FileName: data.txt, Offset: 908600, Size: 100
Key: 7ajBbsNFlo, Value: value3523, Extra: extra3523, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 48m2s, FileName: data.txt, Offset: 352300, Size: 100
Key: 7b0Ja8J27m, Value: value1131, Extra: extra1131, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m51s, FileName: data.txt, Offset: 113100, Size: 100
Key: 7c0CS3a4Zs, Value: value219, Extra: extra219, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 45m53s, FileName: data.txt, Offset: 21900, Size: 100
Key: 7c0LkVwvu4, Value: value7224, Extra: extra7224, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 37m15s, FileName: data.txt, Offset: 722400, Size: 100
Key: 7d5GBFPTXs, Value: value9546, Extra: extra9546, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m20s, FileName: data.txt, Offset: 954600, Size: 100
Key: 7dtGs2eaR0, Value: value3684, Extra: extra3684, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 55m46s, FileName: data.txt, Offset: 368400, Size: 100
Key: 7eBNcq09QD, Value: value9508, Extra: extra9508, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 44m19s, FileName: data.txt, Offset: 950800, Size: 100
Key: 7eD4dONL2E, Value: value5643, Extra: extra5643, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 51m12s, FileName: data.txt, Offset: 564300, Size: 100
Key: 7efQoiKMSm, Value: value9075, Extra: extra9075, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m25s, FileName: data.txt, Offset: 907500, Size: 100
Key: 7ezBkIaKfp, Value: value3796, Extra: extra3796, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 21m59s, FileName: data.txt, Offset: 379600, Size: 100
Key: 7fDuQ8gAo8, Value: value715, Extra: extra715, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 26m27s, FileName: data.txt, Offset: 71500, Size: 100
Key: 7fLgTFxUrD, Value: value7299, Extra: extra7299, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 51m24s, FileName: data.txt, Offset: 729900, Size: 100
Key: 7fQ0FSKbTt, Value: value6062, Extra: extra6062, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m14s, FileName: data.txt, Offset: 606200, Size: 100
Key: 7fZ6JNSThW, Value: value9098, Extra: extra9098, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 21m55s, FileName: data.txt, Offset: 909800, Size: 100
Key: 7gWcOEpYL9, Value: value8862, Extra: extra8862, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 49m57s, FileName: data.txt, Offset: 886200, Size: 100
Key: 7hcTQ4838O, Value: value8192, Extra: extra8192, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m37s, FileName: data.txt, Offset: 819200, Size: 100
Key: 7hwqUUTJVv, Value: value3057, Extra: extra3057, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 30m59s, FileName: data.txt, Offset: 305700, Size: 100
Key: 7ifYd68Ikt, Value: value4577, Extra: extra4577, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m46s, FileName: data.txt, Offset: 457700, Size: 100
Key: 7jSOfgHQfM, Value: value1352, Extra: extra1352, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m35s, FileName: data.txt, Offset: 135200, Size: 100
Key: 7jta4idHJS, Value: value4390, Extra: extra4390, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 38m2s, FileName: data.txt, Offset: 439000, Size: 100
Key: 7lIk5BJKdu, Value: value3996, Extra: extra3996, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 51m4s, FileName: data.txt, Offset: 399600, Size: 100
Key: 7lJ7MCh7w1, Value: value645, Extra: extra645, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 24m41s, FileName: data.txt, Offset: 64500, Size: 100
Key: 7leJ8yppJT, Value: value4632, Extra: extra4632, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 20m6s, FileName: data.txt, Offset: 463200, Size: 100
Key: 7lkKn6pSO0, Value: value7700, Extra: extra7700, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 28s, FileName: data.txt, Offset: 770000, Size: 100
Key: 7lzdUMcHkz, Value: value3695, Extra: extra3695, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m57s, FileName: data.txt, Offset: 369500, Size: 100
Key: 7m7kQ0hktV, Value: value4176, Extra: extra4176, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m35s, FileName: data.txt, Offset: 417600, Size: 100
Key: 7m7w07Sl8j, Value: value8168, Extra: extra8168, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 43m33s, FileName: data.txt, Offset: 816800, Size: 100
Key: 7n4MO19ptI, Value: value39, Extra: extra39, KeySize: 5, ValueSize: 7, ExtraSize: 7, TTL: 31m11s, FileName: data.txt, Offset: 3900, Size: 100
Key: 7n5JHPRqBp, Value: value696, Extra: extra696, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 39m0s, FileName: data.txt, Offset: 69600, Size: 100
Key: 7nMSvJKt8B, Value: value7378, Extra: extra7378, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m29s, FileName: data.txt, Offset: 737800, Size: 100
Key: 7nOkX5vZfP, Value: value6107, Extra: extra6107, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m6s, FileName: data.txt, Offset: 610700, Size: 100
Key: 7nTvSx9yEO, Value: value8392, Extra: extra8392, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m43s, FileName: data.txt, Offset: 839200, Size: 100
Key: 7o1tgIp4fi, Value: value163, Extra: extra163, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 4m51s, FileName: data.txt, Offset: 16300, Size: 100
Key: 7o4Y9zClsk, Value: value6983, Extra: extra6983, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m25s, FileName: data.txt, Offset: 698300, Size: 100
Key: 7o7U99RghP, Value: value7822, Extra: extra7822, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m22s, FileName: data.txt, Offset: 782200, Size: 100
Key: 7oZULlx5C1, Value: value6281, Extra: extra6281, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 19m47s, FileName: data.txt, Offset: 628100, Size: 100
Key: 7ordXnei6Z, Value: value8068, Extra: extra8068, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m24s, FileName: data.txt, Offset: 806800, Size: 100
Key: 7pP5N11Q9D, Value: value2376, Extra: extra2376, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 33m40s, FileName: data.txt, Offset: 237600, Size: 100
Key: 7pPIFGCbL7, Value: value7293, Extra: extra7293, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 38m39s, FileName: data.txt, Offset: 729300, Size: 100
Key: 7pk96IuG9X, Value: value4186, Extra: extra4186, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 58m35s, FileName: data.txt, Offset: 418600, Size: 100
Key: 7qY8csMZpX, Value: value5706, Extra: extra5706, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 13m33s, FileName: data.txt, Offset: 570600, Size: 100
Key: 7qfVcqO6MA, Value: value6099, Extra: extra6099, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 46m3s, FileName: data.txt, Offset: 609900, Size: 100
Key: 7qldqQMYe6, Value: value7278, Extra: extra7278, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 19m33s, FileName: data.txt, Offset: 727800, Size: 100
Key: 7quw8XNLmG, Value: value6544, Extra: extra6544, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 48m48s, FileName: data.txt, Offset: 654400, Size: 100
Key: 7rkM6RDiMk, Value: value3522, Extra: extra3522, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m8s, FileName: data.txt, Offset: 352200, Size: 100
Key: 7tHSZuItfN, Value: value195, Extra: extra195, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 5m26s, FileName: data.txt, Offset: 19500, Size: 100
Key: 7twBEnhJQ9, Value: value3832, Extra: extra3832, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 24m18s, FileName: data.txt, Offset: 383200, Size: 100
Key: 7ufxfGl7G2, Value: value9012, Extra: extra9012, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 4m48s, FileName: data.txt, Offset: 901200, Size: 100
Key: 7vWMAmvCxX, Value: value1559, Extra: extra1559, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m35s, FileName: data.txt, Offset: 155900, Size: 100
Key: 7vtwshD2Wn, Value: value6097, Extra: extra6097, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m0s, FileName: data.txt, Offset: 609700, Size: 100
Key: 7wtyBVXA5D, Value: value3626, Extra: extra3626, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 45m11s, FileName: data.txt, Offset: 362600, Size: 100
Key: 7wvQpRk1V7, Value: value1685, Extra: extra1685, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 30m35s, FileName: data.txt, Offset: 168500, Size: 100
Key: 7x3uf345qS, Value: value7733, Extra: extra7733, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 11m20s, FileName: data.txt, Offset: 773300, Size: 100
Key: 7xVuqPg8v3, Value: value8824, Extra: extra8824, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m18s, FileName: data.txt, Offset: 882400, Size: 100
Key: 7yIdjmQL1l, Value: value4382, Extra: extra4382, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 21m45s, FileName: data.txt, Offset: 438200, Size: 100
Key: 7yU3pRdFhj, Value: value5454, Extra: extra5454, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 33m8s, FileName: data.txt, Offset: 545400, Size: 100
Key: 7yd1YDcfHH, Value: value3732, Extra: extra3732, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 28m0s, FileName: data.txt, Offset: 373200, Size: 100
Key: 7yfs1L1yvQ, Value: value7279, Extra: extra7279, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m19s, FileName: data.txt, Offset: 727900, Size: 100
Key: 7yizKRaUXS, Value: value2843, Extra: extra2843, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 9m15s, FileName: data.txt, Offset: 284300, Size: 100
Key: 7yudeH9cCG, Value: value2675, Extra: extra2675, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m45s, FileName: data.txt, Offset: 267500, Size: 100
Key: 7zXzjKivx0, Value: value36, Extra: extra36, KeySize: 5, ValueSize: 7, ExtraSize: 7, TTL: 57m16s, FileName: data.txt, Offset: 3600, Size: 100
Key: 7zgSR0XEzG, Value: value2698, Extra: extra2698, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 45m53s, FileName: data.txt, Offset: 269800, Size: 100
Key: 80ISIvlLNE, Value: value6057, Extra: extra6057, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 7m26s, FileName: data.txt, Offset: 605700, Size: 100
Key: 80Wh7NKdwA, Value: value6815, Extra: extra6815, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m24s, FileName: data.txt, Offset: 681500, Size: 100
Key: 80ZMlZM31t, Value: value2235, Extra: extra2235, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m18s, FileName: data.txt, Offset: 223500, Size: 100
Key: 80rkhyPO7v, Value: value8455, Extra: extra8455, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 19m34s, FileName: data.txt, Offset: 845500, Size: 100
Key: 81AhmTzqtW, Value: value2053, Extra: extra2053, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 6m31s, FileName: data.txt, Offset: 205300, Size: 100
Key: 829IpvBh9p, Value: value3900, Extra: extra3900, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47m9s, FileName: data.txt, Offset: 390000, Size: 100
Key: 82FT7bbnOf, Value: value6959, Extra: extra6959, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 44m43s, FileName: data.txt, Offset: 695900, Size: 100
Key: 82UChXsP1k, Value: value7682, Extra: extra7682, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m0s, FileName: data.txt, Offset: 768200, Size: 100
Key: 82WxK4AEsR, Value: value2805, Extra: extra2805, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m37s, FileName: data.txt, Offset: 280500, Size: 100
Key: 82X0qunk1J, Value: value2975, Extra: extra2975, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 14m40s, FileName: data.txt, Offset: 297500, Size: 100
Key: 82ll1xd8Gi, Value: value8629, Extra: extra8629, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47m16s, FileName: data.txt, Offset: 862900, Size: 100
Key: 83692t9wAr, Value: value5793, Extra: extra5793, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 46m15s, FileName: data.txt, Offset: 579300, Size: 100
Key: 83GNK0baQK, Value: value9954, Extra: extra9954, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 6m47s, FileName: data.txt, Offset: 995400, Size: 100
Key: 83WEjKq4ZQ, Value: value7420, Extra: extra7420, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m41s, FileName: data.txt, Offset: 742000, Size: 100
Key: 83g95aJtNA, Value: value5019, Extra: extra5019, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m48s, FileName: data.txt, Offset: 501900, Size: 100
Key: 84BQ3FHLuy, Value: value7000, Extra: extra7000, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 20m31s, FileName: data.txt, Offset: 700000, Size: 100
Key: 84vm7GeeqX, Value: value9918, Extra: extra9918, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m33s, FileName: data.txt, Offset: 991800, Size: 100
Key: 85MmZFGyaB, Value: value3313, Extra: extra3313, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47m1s, FileName: data.txt, Offset: 331300, Size: 100
Key: 85dUgTnTwL, Value: value9064, Extra: extra9064, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m48s, FileName: data.txt, Offset: 906400, Size: 100
Key: 864AFpS70B, Value: value4539, Extra: extra4539, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m15s, FileName: data.txt, Offset: 453900, Size: 100
Key: 86hH9ht1rj, Value: value9410, Extra: extra9410, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m14s, FileName: data.txt, Offset: 941000, Size: 100
Key: 86kcr8snQD, Value: value2164, Extra: extra2164, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m28s, FileName: data.txt, Offset: 216400, Size: 100
Key: 872ciDeAai, Value: value5191, Extra: extra5191, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 23m21s, FileName: data.txt, Offset: 519100, Size: 100
Key: 887qzvnogT, Value: value1580, Extra: extra1580, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 12m21s, FileName: data.txt, Offset: 158000, Size: 100
Key: 88PxsBK6xZ, Value: value8838, Extra: extra8838, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m9s, FileName: data.txt, Offset: 883800, Size: 100
Key: 88Vb9uzYC3, Value: value4948, Extra: extra4948, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15m17s, FileName: data.txt, Offset: 494800, Size: 100
Key: 89OAP3PYTw, Value: value9780, Extra: extra9780, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 40m16s, FileName: data.txt, Offset: 978000, Size: 100
Key: 89p60aYmzK, Value: value4233, Extra: extra4233, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 32m23s, FileName: data.txt, Offset: 423300, Size: 100
Key: 8Am19mkC2L, Value: value414, Extra: extra414, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 24m54s, FileName: data.txt, Offset: 41400, Size: 100
Key: 8Aoxww91Sp, Value: value4918, Extra: extra4918, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42s, FileName: data.txt, Offset: 491800, Size: 100
Key: 8B8TL2dDYK, Value: value3880, Extra: extra3880, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 14m47s, FileName: data.txt, Offset: 388000, Size: 100
Key: 8BLd9gbVNM, Value: value3101, Extra: extra3101, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 49m29s, FileName: data.txt, Offset: 310100, Size: 100
Key: 8BgdghGnM4, Value: value4652, Extra: extra4652, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 2m16s, FileName: data.txt, Offset: 465200, Size: 100
Key: 8Bw4S6GNY6, Value: value4684, Extra: extra4684, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 32m19s, FileName: data.txt, Offset: 468400, Size: 100
Key: 8CIOaf6oZD, Value: value2648, Extra: extra2648, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m48s, FileName: data.txt, Offset: 264800, Size: 100
Key: 8CyTzyrPNa, Value: value4594, Extra: extra4594, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 24m38s, FileName: data.txt, Offset: 459400, Size: 100
Key: 8D1TFD2uiR, Value: value6839, Extra: extra6839, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 45m30s, FileName: data.txt, Offset: 683900, Size: 100
Key: 8D6bFbNiBc, Value: value1419, Extra: extra1419, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 46m56s, FileName: data.txt, Offset: 141900, Size: 100
Key: 8DlaMFglZB, Value: value3099, Extra: extra3099, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m57s, FileName: data.txt, Offset: 309900, Size: 100
Key: 8EmYWakbT9, Value: value4839, Extra: extra4839, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m20s, FileName: data.txt, Offset: 483900, Size: 100
Key: 8F5gk2iJHo, Value: value3117, Extra: extra3117, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m52s, FileName: data.txt, Offset: 311700, Size: 100
Key: 8FQtFeZz1l, Value: value7079, Extra: extra7079, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m23s, FileName: data.txt, Offset: 707900, Size: 100
Key: 8FVK7S3zT3, Value: value6906, Extra: extra6906, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 3m9s, FileName: data.txt, Offset: 690600, Size: 100
Key: 8GVU2CHdfz, Value: value8554, Extra: extra8554, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 52m9s, FileName: data.txt, Offset: 855400, Size: 100
Key: 8Ggc6gQIJ2, Value: value4359, Extra: extra4359, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m24s, FileName: data.txt, Offset: 435900, Size: 100
Key: 8H1CwlnijB, Value: value6857, Extra: extra6857, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 24m49s, FileName: data.txt, Offset: 685700, Size: 100
Key: 8H1Ef0ipmq, Value: value177, Extra: extra177, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 31m12s, FileName: data.txt, Offset: 17700, Size: 100
Key: 8HDOVK3Ecw, Value: value7888, Extra: extra7888, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 54m39s, FileName: data.txt, Offset: 788800, Size: 100
Key: 8HFKLWKZ76, Value: value7938, Extra: extra7938, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m58s, FileName: data.txt, Offset: 793800, Size: 100
Key: 8HpSockpxc, Value: value4054, Extra: extra4054, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15m26s, FileName: data.txt, Offset: 405400, Size: 100
Key: 8IeI3mp4gr, Value: value8363, Extra: extra8363, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 26m58s, FileName: data.txt, Offset: 836300, Size: 100
Key: 8IjmcHmuzF, Value: value6202, Extra: extra6202, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 50m55s, FileName: data.txt, Offset: 620200, Size: 100
Key: 8KLM6xj10A, Value: value3280, Extra: extra3280, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15m39s, FileName: data.txt, Offset: 328000, Size: 100
Key: 8KyEeIY9TB, Value: value910, Extra: extra910, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 46m53s, FileName: data.txt, Offset: 91000, Size: 100
Key: 8L02LrtFgD, Value: value8028, Extra: extra8028, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 38m41s, FileName: data.txt, Offset: 802800, Size: 100
Key: 8L77TLCfh6, Value: value7570, Extra: extra7570, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m32s, FileName: data.txt, Offset: 757000, Size: 100
Key: 8LIf685mLR, Value: value2001, Extra: extra2001, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 48m41s, FileName: data.txt, Offset: 200100, Size: 100
Key: 8LM3wnZ2ij, Value: value6373, Extra: extra6373, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m50s, FileName: data.txt, Offset: 637300, Size: 100
Key: 8LTSsJpsKh, Value: value5513, Extra: extra5513, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 46m3s, FileName: data.txt, Offset: 551300, Size: 100
Key: 8LeoKaGwiE, Value: value7681, Extra: extra7681, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 14m37s, FileName: data.txt, Offset: 768100, Size: 100
Key: 8LzYmVLvey, Value: value8369, Extra: extra8369, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m9s, FileName: data.txt, Offset: 836900, Size: 100
Key: 8MS1MnmpeG, Value: value7088, Extra: extra7088, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m48s, FileName: data.txt, Offset: 708800, Size: 100
Key: 8Nc1i8L89G, Value: value7243, Extra: extra7243, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 2m57s, FileName: data.txt, Offset: 724300, Size: 100
Key: 8Nv7mumlsB, Value: value6942, Extra: extra6942, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m59s, FileName: data.txt, Offset: 694200, Size: 100
Key: 8O5gBn9G8V, Value: value1917, Extra: extra1917, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 6m21s, FileName: data.txt, Offset: 191700, Size: 100
Key: 8O9TrowshI, Value: value7305, Extra: extra7305, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 12m7s, FileName: data.txt, Offset: 730500, Size: 100
Key: 8OFH80wj1f, Value: value4959, Extra: extra4959, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 13m40s, FileName: data.txt, Offset: 495900, Size: 100
Key: 8OJ2RRwVik, Value: value9110, Extra: extra9110, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 11m36s, FileName: data.txt, Offset: 911000, Size: 100
Key: 8OXmj4N3UW, Value: value9503, Extra: extra9503, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m17s, FileName: data.txt, Offset: 950300, Size: 100
Key: 8Pn34Xw7li, Value: value5402, Extra: extra5402, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m36s, FileName: data.txt, Offset: 540200, Size: 100
Key: 8Q7zMIHdPQ, Value: value7401, Extra: extra7401, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m41s, FileName: data.txt, Offset: 740100, Size: 100
